feature_a,feature_b,abs_corr
Init_Win_bytes_backward,Max Packet Length,0.038842843318369694
Fwd Header Length,Bwd Packet Length Max,0.03877467745321276
Fwd Header Length.1,Bwd Packet Length Max,0.03877467745321276
Init_Win_bytes_backward,Avg Bwd Segment Size,0.038470642840276285
Init_Win_bytes_backward,Bwd Packet Length Mean,0.038470642840275966
Subflow Bwd Packets,Bwd Packet Length Min,0.03840237621284309
Bwd Packet Length Min,Total Backward Packets,0.03840237621284309
Fwd Packet Length Max,Total Length of Bwd Packets,0.03826305892320924
Subflow Bwd Bytes,Fwd Packet Length Max,0.038263058923209234
Max Packet Length,Fwd IAT Min,0.038233001557172644
Packet Length Mean,Flow IAT Std,0.038018377330323025
Bwd Header Length,Fwd Packet Length Std,0.03794513779097647
Idle Min,Fwd Packets/s,0.03783157667959972
Bwd Header Length,Fwd Packet Length Mean,0.03781852102687988
Avg Fwd Segment Size,Bwd Header Length,0.03781852102687988
Flow IAT Std,Total Backward Packets,0.03752897993613841
Subflow Bwd Packets,Flow IAT Std,0.0375289799361384
Packet Length Mean,Fwd IAT Min,0.0374424202620737
Subflow Bwd Packets,Fwd IAT Mean,0.03732717452085566
Fwd IAT Mean,Total Backward Packets,0.03732717452085566
Down/Up Ratio,ACK Flag Count,0.03717129102830257
Active Std,Init_Win_bytes_backward,0.037018284465542915
Idle Mean,Fwd PSH Flags,0.03696686839497843
Idle Mean,SYN Flag Count,0.03696686839497843
SYN Flag Count,Flow IAT Mean,0.03660722395714423
Fwd PSH Flags,Flow IAT Mean,0.03660722395714423
Average Packet Size,Fwd IAT Min,0.036548258383849216
Fwd PSH Flags,Flow IAT Max,0.036543549535859234
SYN Flag Count,Flow IAT Max,0.036543549535859234
Bwd Packets/s,Flow Duration,0.03651962571876292
Active Mean,Fwd Packet Length Min,0.0364763485522335
Init_Win_bytes_forward,Fwd Packet Length Max,0.03642643334117314
Active Max,Fwd Packet Length Min,0.03622449901163066
Bwd Packets/s,Flow IAT Max,0.036202843828886576
Active Min,Fwd Packet Length Min,0.035969106386573246
Avg Bwd Segment Size,Bwd IAT Min,0.03591311407239733
Bwd IAT Min,Bwd Packet Length Mean,0.03591311407239723
Down/Up Ratio,Fwd Packet Length Max,0.035898069801696825
Active Std,PSH Flag Count,0.035896329049154185
Bwd IAT Min,Bwd Packet Length Max,0.03581569847936197
act_data_pkt_fwd,Bwd IAT Std,0.03578253836752885
Subflow Fwd Packets,PSH Flag Count,0.03572703002409189
PSH Flag Count,Total Fwd Packets,0.03572703002409185
Active Std,SYN Flag Count,0.035632640500921936
Active Std,Fwd PSH Flags,0.035632640500921936
Idle Max,SYN Flag Count,0.03543682990693566
Idle Max,Fwd PSH Flags,0.03543682990693566
Bwd IAT Min,Bwd Packet Length Std,0.03532545192572809
Avg Bwd Segment Size,FIN Flag Count,0.035321327707384644
FIN Flag Count,Bwd Packet Length Mean,0.03532132770738445
Subflow Fwd Packets,Bwd Packet Length Max,0.03530275749988015
Bwd Packet Length Max,Total Fwd Packets,0.03530275749988014
Init_Win_bytes_backward,Bwd Packet Length Std,0.03527558250946481
PSH Flag Count,FIN Flag Count,0.03493676129412285
SYN Flag Count,Flow IAT Std,0.03491082980792412
Fwd PSH Flags,Flow IAT Std,0.03491082980792412
Init_Win_bytes_backward,Bwd Packet Length Max,0.03488030043399474
Packet Length Variance,Bwd IAT Min,0.034807898895125415
Average Packet Size,Bwd IAT Mean,0.03477472911337855
PSH Flag Count,Bwd IAT Min,0.034713881034718036
Fwd PSH Flags,Bwd IAT Min,0.03463447985788317
SYN Flag Count,Bwd IAT Min,0.03463447985788317
Bwd Packets/s,Fwd IAT Std,0.03462939259998895
Subflow Fwd Packets,Packet Length Mean,0.03459651076349437
Packet Length Mean,Total Fwd Packets,0.03459651076349435
Fwd Header Length.1,Average Packet Size,0.03451765663122087
Average Packet Size,Fwd Header Length,0.03451765663122087
FIN Flag Count,Bwd Packet Length Max,0.03444733695091697
Bwd Packets/s,Fwd IAT Total,0.03441507866392775
Idle Max,Bwd Packets/s,0.03435888109039948
FIN Flag Count,Bwd Packet Length Std,0.03429221923629043
Idle Mean,Bwd Packets/s,0.033843273788018276
Bwd Packets/s,Fwd IAT Max,0.03381077467575258
Idle Std,Bwd Header Length,0.03375128545161967
Fwd PSH Flags,Flow IAT Min,0.03373869254644383
SYN Flag Count,Flow IAT Min,0.03373869254644383
Bwd Header Length,Bwd Packet Length Min,0.03368722308995304
FIN Flag Count,Packet Length Variance,0.03341621252857918
Subflow Bwd Bytes,Bwd IAT Std,0.033309046415207266
Bwd IAT Std,Total Length of Bwd Packets,0.03330904641520726
Active Std,Bwd IAT Std,0.03322755838172301
Packet Length Variance,Total Backward Packets,0.033188957878415526
Subflow Bwd Packets,Packet Length Variance,0.03318895787841552
Idle Min,SYN Flag Count,0.03316666599539177
Idle Min,Fwd PSH Flags,0.03316666599539177
Idle Min,Total Length of Bwd Packets,0.03313909114050324
Idle Min,Subflow Bwd Bytes,0.03313909114050324
ACK Flag Count,Bwd IAT Min,0.033104714095026265
Active Max,SYN Flag Count,0.03297336465657016
Active Max,Fwd PSH Flags,0.03297336465657016
Fwd IAT Min,Bwd Packet Length Max,0.032771914469393315
Avg Bwd Segment Size,Fwd IAT Min,0.03268797359561847
Fwd IAT Min,Bwd Packet Length Mean,0.032687973595618355
Active Std,Bwd IAT Mean,0.032584443501075436
Active Std,ACK Flag Count,0.032458484342042175
Fwd PSH Flags,Fwd IAT Mean,0.03244665866031249
SYN Flag Count,Fwd IAT Mean,0.03244665866031249
Fwd PSH Flags,Fwd IAT Std,0.03243153458383291
SYN Flag Count,Fwd IAT Std,0.03243153458383291
Fwd IAT Min,Bwd Packet Length Std,0.03235196473003805
act_data_pkt_fwd,Packet Length Mean,0.03220372916373188
Bwd Header Length,Fwd IAT Mean,0.032189788643277796
Packet Length Variance,Fwd IAT Min,0.03195645624968706
Init_Win_bytes_backward,Down/Up Ratio,0.03176516543348973
Bwd Packets/s,Fwd IAT Mean,0.03174423615312897
PSH Flag Count,Fwd IAT Min,0.03160157392297824
Min Packet Length,Flow Bytes/s,0.03128388851671434
Fwd Packet Length Min,Total Length of Bwd Packets,0.030855235949113366
Subflow Bwd Bytes,Fwd Packet Length Min,0.030855235949113366
Active Std,Packet Length Variance,0.030852455625124724
Idle Std,Flow Packets/s,0.03058064426053778
Bwd IAT Std,Flow Packets/s,0.03054349255274111
ACK Flag Count,FIN Flag Count,0.030496676368584108
act_data_pkt_fwd,Fwd Packet Length Std,0.030462871239618206
Bwd IAT Std,Fwd Packet Length Min,0.030151545046408636
Packet Length Mean,Fwd IAT Mean,0.030135931795218812
Bwd IAT Total,Flow Packets/s,0.029981801876358388
Bwd Header Length,Flow IAT Std,0.029946735914869772
Subflow Bwd Bytes,Total Length of Fwd Packets,0.029770585271396133
Total Length of Bwd Packets,Total Length of Fwd Packets,0.029770585271396133
Subflow Fwd Bytes,Total Length of Bwd Packets,0.029770585271396133
Subflow Bwd Bytes,Subflow Fwd Bytes,0.029770585271396133
Packet Length Mean,Bwd IAT Std,0.029647087524618376
Min Packet Length,Fwd Packets/s,0.029447631477129362
Packet Length Mean,Bwd IAT Mean,0.029046708957853818
Bwd IAT Max,Flow Packets/s,0.029028238859363308
Subflow Bwd Bytes,Bwd IAT Mean,0.028910874746845498
Bwd IAT Mean,Total Length of Bwd Packets,0.028910874746845495
URG Flag Count,Bwd Header Length,0.028717351061341365
Total Backward Packets,Destination Port,0.028565908141997397
Subflow Bwd Packets,Destination Port,0.028565908141997397
Flow IAT Mean,Fwd Packet Length Min,0.0285398200471228
Init_Win_bytes_backward,Bwd Packet Length Min,0.028195719013802748
Idle Std,Fwd Packets/s,0.028028364309477773
Fwd Packets/s,Bwd IAT Std,0.027995851637605883
Idle Max,Init_Win_bytes_backward,0.02785493457825822
PSH Flag Count,Fwd Packet Length Std,0.027782054584042346
Idle Min,Bwd Packets/s,0.02774378103536395
Idle Min,Packet Length Variance,0.027693728503006727
FIN Flag Count,Flow IAT Mean,0.02750285674897654
Fwd Packets/s,Bwd IAT Total,0.027480703317355314
SYN Flag Count,Bwd Packet Length Min,0.027448326688352145
Fwd PSH Flags,Bwd Packet Length Min,0.027448326688352145
Idle Mean,Init_Win_bytes_backward,0.027377180892454025
FIN Flag Count,Flow IAT Std,0.027245478746645513
Packet Length Mean,Bwd IAT Max,0.027044018903749016
min_seg_size_forward,Bwd IAT Min,0.027013970050528864
Fwd PSH Flags,Fwd IAT Total,0.026939620856632623
SYN Flag Count,Fwd IAT Total,0.026939620856632623
Init_Win_bytes_backward,Fwd Header Length,0.026923684218699923
Init_Win_bytes_backward,Fwd Header Length.1,0.026923684218699923
Packet Length Variance,Bwd Header Length,0.026863895794099524
Flow Packets/s,Fwd Packet Length Mean,0.026825395617502096
Avg Fwd Segment Size,Flow Packets/s,0.026825395617502096
Flow Packets/s,Fwd Packet Length Max,0.02676827099755659
Active Mean,SYN Flag Count,0.026759266269281993
Active Mean,Fwd PSH Flags,0.026759266269281993
Flow Packets/s,Total Length of Fwd Packets,0.02663855761761879
Subflow Fwd Bytes,Flow Packets/s,0.026638557617618786
Init_Win_bytes_forward,FIN Flag Count,0.026621491960028807
Fwd Packets/s,Bwd IAT Max,0.02660674058104725
Avg Fwd Segment Size,Fwd Header Length,0.026492590510004348
Fwd Header Length.1,Avg Fwd Segment Size,0.02649259051000434
Fwd Header Length.1,Fwd Packet Length Mean,0.02649259051000434
Fwd Header Length,Fwd Packet Length Mean,0.02649259051000434
Fwd PSH Flags,Total Length of Bwd Packets,0.02646164519230669
SYN Flag Count,Total Length of Bwd Packets,0.02646164519230669
Subflow Bwd Bytes,SYN Flag Count,0.026461645192306683
Subflow Bwd Bytes,Fwd PSH Flags,0.026461645192306683
Packet Length Variance,Bwd IAT Mean,0.026217139549264537
Avg Fwd Segment Size,Total Fwd Packets,0.02584666110231533
Fwd Packet Length Mean,Total Fwd Packets,0.02584666110231533
Subflow Fwd Packets,Avg Fwd Segment Size,0.025846661102315323
Subflow Fwd Packets,Fwd Packet Length Mean,0.025846661102315323
Init_Win_bytes_forward,Bwd IAT Min,0.025829886094493357
Idle Min,Packet Length Mean,0.025764519288387508
Min Packet Length,Bwd IAT Mean,0.02574379369140258
act_data_pkt_fwd,PSH Flag Count,0.025622600311659985
Idle Std,Total Length of Bwd Packets,0.025373303267844226
Idle Std,Subflow Bwd Bytes,0.025373303267844226
Packet Length Std,Fwd Header Length,0.025341937924022596
Fwd Header Length.1,Packet Length Std,0.02534193792402259
Init_Win_bytes_backward,Flow IAT Std,0.025292175586117863
Init_Win_bytes_backward,Subflow Fwd Bytes,0.025243958780031384
Init_Win_bytes_backward,Total Length of Fwd Packets,0.025243958780031384
Active Std,Packet Length Std,0.025220186664644914
min_seg_size_forward,Fwd IAT Min,0.025167194387152366
Bwd IAT Mean,Fwd Packet Length Min,0.024964878382366204
FIN Flag Count,Flow Duration,0.024500573557226464
Max Packet Length,Destination Port,0.02444172270522292
FIN Flag Count,Flow IAT Max,0.024283245266747765
Fwd Packets/s,Fwd Packet Length Max,0.02427721137815101
Fwd Header Length,Bwd IAT Mean,0.024265434175367476
Fwd Header Length.1,Bwd IAT Mean,0.024265434175367476
Active Mean,Flow Packets/s,0.024232386057749897
Subflow Fwd Bytes,Fwd Packets/s,0.024218517326702032
Fwd Packets/s,Total Length of Fwd Packets,0.02421851732670203
Avg Fwd Segment Size,Fwd Packets/s,0.02420016103424493
Fwd Packets/s,Fwd Packet Length Mean,0.024200161034244928
Active Max,Flow Packets/s,0.023950955980201707
Active Min,Flow Packets/s,0.02392663792347681
Average Packet Size,Total Fwd Packets,0.023924777843869767
Subflow Fwd Packets,Average Packet Size,0.02392477784386976
Flow Packets/s,Fwd Packet Length Std,0.023878383769295398
Min Packet Length,Flow IAT Min,0.023802329937866632
URG Flag Count,Fwd Packets/s,0.023762511107263577
Bwd Packets/s,Destination Port,0.023715259193218357
Init_Win_bytes_forward,Down/Up Ratio,0.023575044729029222
Init_Win_bytes_backward,Flow IAT Max,0.023558385527596693
Flow Packets/s,Total Backward Packets,0.023524330537742447
Subflow Bwd Packets,Flow Packets/s,0.02352433053774244
FIN Flag Count,Fwd IAT Std,0.02341052477264151
Idle Max,FIN Flag Count,0.023257642672275293
FIN Flag Count,Fwd IAT Total,0.02323562874218025
Bwd IAT Mean,Total Fwd Packets,0.023192576165372143
Subflow Fwd Packets,Bwd IAT Mean,0.02319257616537214
act_data_pkt_fwd,ACK Flag Count,0.022963843643510725
Idle Mean,FIN Flag Count,0.022908763430362553
Init_Win_bytes_backward,Bwd Header Length,0.022855802345415052
FIN Flag Count,Fwd IAT Max,0.02284722366681906
FIN Flag Count,Bwd Packets/s,0.022839230582136178
Init_Win_bytes_backward,Flow IAT Mean,0.022721209845351933
Subflow Bwd Packets,Fwd PSH Flags,0.02269567384793081
Subflow Bwd Packets,SYN Flag Count,0.02269567384793081
Fwd PSH Flags,Total Backward Packets,0.022695673847930805
SYN Flag Count,Total Backward Packets,0.022695673847930805
Bwd Header Length,Flow Packets/s,0.02268309744381654
act_data_pkt_fwd,Average Packet Size,0.022580126869090483
Idle Min,Init_Win_bytes_backward,0.022579686640112735
Fwd Packets/s,Total Backward Packets,0.022562323822232982
Subflow Bwd Packets,Fwd Packets/s,0.022562323822232982
Active Std,Bwd Packet Length Std,0.022542777530840687
Bwd IAT Mean,Flow Packets/s,0.022412271372207034
Fwd PSH Flags,Fwd IAT Max,0.02223585753889018
SYN Flag Count,Fwd IAT Max,0.02223585753889018
Active Mean,Fwd Packets/s,0.02221024797156016
Bwd IAT Mean,Bwd Packet Length Min,0.02215046075291113
Init_Win_bytes_backward,Subflow Fwd Packets,0.022027330726668716
Init_Win_bytes_backward,Total Fwd Packets,0.022027330726668716
Min Packet Length,Fwd Packet Length Min,0.022012486205321095
act_data_pkt_fwd,Flow Packets/s,0.02200073263989425
Packet Length Variance,Bwd IAT Total,0.021976652215214745
Active Max,Fwd Packets/s,0.021952351974995333
Active Min,Fwd Packets/s,0.021929988097642083
Idle Min,Fwd Packet Length Min,0.02186849326807465
act_data_pkt_fwd,Packet Length Std,0.021854518334999316
Fwd Packets/s,Bwd Header Length,0.021850161484723886
PSH Flag Count,Total Length of Fwd Packets,0.021777165519914488
Subflow Fwd Bytes,PSH Flag Count,0.021777165519914474
Flow Bytes/s,Bwd Packet Length Min,0.021464331347504216
Init_Win_bytes_backward,Fwd IAT Max,0.021425048610800405
FIN Flag Count,Fwd IAT Mean,0.021410727565933468
Fwd Packets/s,Fwd Packet Length Std,0.02136357564600249
Bwd Header Length,Fwd PSH Flags,0.021330698164658105
SYN Flag Count,Bwd Header Length,0.0213306981646581
Down/Up Ratio,FIN Flag Count,0.02131806082916582
Bwd IAT Min,Destination Port,0.021167549929111844
Active Min,Fwd PSH Flags,0.02116520909207175
Active Min,SYN Flag Count,0.02116520909207175
Init_Win_bytes_forward,Bwd Packets/s,0.020983085055915868
Active Std,Min Packet Length,0.020928198215384542
min_seg_size_forward,Subflow Bwd Bytes,0.02076992332965396
min_seg_size_forward,Total Length of Bwd Packets,0.02076992332965396
Active Std,Destination Port,0.02070961500193893
Idle Std,Bwd Packets/s,0.020555199694526793
Fwd Packets/s,Bwd IAT Mean,0.0205428298002482
Bwd Packets/s,Bwd IAT Std,0.020521909567753564
Fwd IAT Min,Fwd IAT Std,0.020514150458930038
Bwd Packet Length Min,Fwd Packet Length Min,0.020391625473023794
min_seg_size_forward,Flow Bytes/s,0.020369617013128314
Packet Length Variance,Bwd IAT Std,0.020273625576901644
Flow Bytes/s,Destination Port,0.020250392122617516
Init_Win_bytes_backward,Total Backward Packets,0.020216248011090638
Init_Win_bytes_backward,Subflow Bwd Packets,0.020216248011090638
Active Std,Average Packet Size,0.020147264404345132
Bwd Packets/s,Bwd IAT Total,0.0201461821032967
Avg Fwd Segment Size,Bwd Packets/s,0.020120246535324543
Bwd Packets/s,Fwd Packet Length Mean,0.020120246535324543
Init_Win_bytes_backward,Bwd IAT Total,0.020001863978216843
Init_Win_bytes_backward,Destination Port,0.019714926140894776
Active Std,Max Packet Length,0.019703361432795663
URG Flag Count,Bwd IAT Min,0.019675979180315162
Packet Length Std,Total Fwd Packets,0.019670912717942787
Subflow Fwd Packets,Packet Length Std,0.019670912717942777
Active Std,URG Flag Count,0.019663390984816755
Subflow Fwd Packets,Flow Packets/s,0.0196361815505365
Flow Packets/s,Total Fwd Packets,0.019636181550536494
Avg Bwd Segment Size,Flow Bytes/s,0.019523101353405684
Flow Bytes/s,Bwd Packet Length Mean,0.019523101353405656
Bwd Packets/s,Bwd IAT Max,0.019505148867702198
act_data_pkt_fwd,Fwd Packets/s,0.019387750768434606
Bwd Packets/s,Fwd Packet Length Max,0.019382115388289534
URG Flag Count,FIN Flag Count,0.019272315817700326
Fwd Header Length.1,ACK Flag Count,0.019271884898038345
ACK Flag Count,Fwd Header Length,0.019271884898038345
Down/Up Ratio,Min Packet Length,0.01920370997290838
Fwd IAT Min,Destination Port,0.019075580240191785
Flow Bytes/s,Bwd Packet Length Max,0.0189888150918099
act_data_pkt_fwd,Bwd Packets/s,0.018988353013356666
Bwd Packets/s,Total Length of Fwd Packets,0.018969447852302833
Subflow Fwd Bytes,Bwd Packets/s,0.01896944785230283
Subflow Bwd Bytes,Flow Packets/s,0.01896234820303732
Flow Packets/s,Total Length of Bwd Packets,0.01896234820303732
Init_Win_bytes_backward,Fwd IAT Std,0.01895536540208115
Bwd Packets/s,Fwd Packet Length Std,0.018872229203061842
Idle Min,FIN Flag Count,0.01878015754796937
Flow Bytes/s,Bwd Packet Length Std,0.018719523226068322
Flow IAT Mean,Flow Bytes/s,0.018596599101504196
Active Std,Avg Bwd Segment Size,0.01846300029497928
Active Std,Bwd Packet Length Mean,0.018463000294979114
act_data_pkt_fwd,Avg Fwd Segment Size,0.0180583017231962
act_data_pkt_fwd,Fwd Packet Length Mean,0.0180583017231962
Packet Length Mean,Flow IAT Min,0.01800379527834003
Active Std,Down/Up Ratio,0.01796191565156913
Subflow Fwd Packets,Bwd Packets/s,0.017743945309963885
Bwd Packets/s,Total Fwd Packets,0.017743945309963878
Idle Min,Active Std,0.017703699464645034
Packet Length Variance,Flow IAT Mean,0.017677104524643182
Active Std,Packet Length Mean,0.017634137571678477
Packet Length Std,Flow IAT Min,0.017590201600711435
Average Packet Size,Flow IAT Min,0.017583547731560043
act_data_pkt_fwd,Bwd Packet Length Std,0.017536190164666676
PSH Flag Count,Fwd Packet Length Max,0.017530489200153047
Subflow Bwd Bytes,Fwd Packets/s,0.017475186812134915
Fwd Packets/s,Total Length of Bwd Packets,0.017475186812134915
Average Packet Size,Bwd IAT Std,0.01736596266762255
PSH Flag Count,Flow Bytes/s,0.01732152884613765
Avg Fwd Segment Size,PSH Flag Count,0.01731584063019821
PSH Flag Count,Fwd Packet Length Mean,0.01731584063019814
Max Packet Length,Flow IAT Min,0.017290475399029736
Fwd Header Length,Flow Packets/s,0.017249931956917153
Fwd Header Length.1,Flow Packets/s,0.017249931956917153
Flow IAT Std,Flow Bytes/s,0.01720996820038116
Fwd Packets/s,Total Fwd Packets,0.017156750867056564
Subflow Fwd Packets,Fwd Packets/s,0.017156750867056557
Bwd Packets/s,Flow Bytes/s,0.016964808615299497
Active Max,Init_Win_bytes_backward,0.01685838347399932
Idle Std,Init_Win_bytes_backward,0.016760641763307875
Max Packet Length,Flow Bytes/s,0.016730585173061564
Active Mean,Bwd Packets/s,0.016286442627806205
Average Packet Size,Flow IAT Std,0.01613694567597703
act_data_pkt_fwd,Bwd IAT Mean,0.01612749469848241
Active Max,Bwd Packets/s,0.01609702816765913
Active Min,Bwd Packets/s,0.016081090270515398
act_data_pkt_fwd,Init_Win_bytes_backward,0.016080485540627968
Fwd IAT Std,Total Length of Bwd Packets,0.015827182998936176
Subflow Bwd Bytes,Fwd IAT Std,0.015827182998936176
Idle Std,SYN Flag Count,0.015816843030244967
Idle Std,Fwd PSH Flags,0.015816843030244967
Avg Bwd Segment Size,Flow IAT Min,0.01580158269233493
Flow IAT Min,Bwd Packet Length Mean,0.015801582692334875
act_data_pkt_fwd,SYN Flag Count,0.015788563025807775
act_data_pkt_fwd,Fwd PSH Flags,0.015788563025807775
Average Packet Size,Bwd IAT Total,0.015732417945944936
Bwd Packets/s,Fwd Header Length,0.015641715535066828
Fwd Header Length.1,Bwd Packets/s,0.015641715535066825
Flow Bytes/s,Flow Duration,0.015581713960527169
Bwd Header Length,Destination Port,0.01551109720427166
Flow IAT Max,Flow Bytes/s,0.015446823617698925
URG Flag Count,Flow Packets/s,0.015382490410227472
URG Flag Count,Fwd IAT Min,0.015360429510869742
Init_Win_bytes_forward,Fwd IAT Min,0.015110155720057226
Down/Up Ratio,Flow Bytes/s,0.015066221339488322
Fwd Header Length.1,Fwd Packets/s,0.015061809888417408
Fwd Packets/s,Fwd Header Length,0.015061809888417406
Active Std,Bwd Packet Length Max,0.015060216338828696
Bwd Packets/s,Bwd IAT Mean,0.015058763488584436
Avg Fwd Segment Size,FIN Flag Count,0.01500709697135366
FIN Flag Count,Fwd Packet Length Mean,0.015007096971353657
Flow IAT Min,Bwd Packet Length Max,0.014958910092389454
Packet Length Variance,Bwd IAT Max,0.014800622931953116
Idle Mean,Active Std,0.014786097102042763
Fwd IAT Std,Flow Bytes/s,0.014780384616309908
Packet Length Variance,Flow Bytes/s,0.014769994068632181
Fwd IAT Total,Flow Bytes/s,0.014688203942855886
Idle Max,Flow Bytes/s,0.014666614715586881
Subflow Fwd Packets,Packet Length Variance,0.014661865112154768
Packet Length Variance,Total Fwd Packets,0.014661865112154768
Average Packet Size,Bwd IAT Max,0.014623590451683427
Flow IAT Min,Bwd Packet Length Std,0.014570691631299855
Idle Mean,Flow Bytes/s,0.014446556388868364
Fwd IAT Max,Flow Bytes/s,0.014430946054683102
Flow IAT Std,Total Length of Bwd Packets,0.01437950994972311
Subflow Bwd Bytes,Flow IAT Std,0.01437950994972311
Packet Length Variance,Flow IAT Min,0.014056355177498437
URG Flag Count,Flow IAT Min,0.014023770912370382
min_seg_size_forward,FIN Flag Count,0.013914005394691903
Idle Std,FIN Flag Count,0.013913554401875477
FIN Flag Count,Bwd IAT Std,0.013845707076908973
FIN Flag Count,Fwd Packet Length Max,0.013596200444406212
FIN Flag Count,Bwd IAT Total,0.013563217789563943
Fwd IAT Mean,Flow Bytes/s,0.013548632977829315
Init_Win_bytes_backward,URG Flag Count,0.013545092437503788
Subflow Fwd Bytes,FIN Flag Count,0.013543447314305299
FIN Flag Count,Total Length of Fwd Packets,0.013543447314305297
Init_Win_bytes_backward,Fwd Packet Length Min,0.013244444619606976
FIN Flag Count,Bwd IAT Max,0.013152573042511807
Fwd Header Length.1,Bwd Packet Length Std,0.013019345956410308
Fwd Header Length,Bwd Packet Length Std,0.013019345956410308
FIN Flag Count,Fwd Packet Length Std,0.012916361639597895
Bwd IAT Max,Fwd Packet Length Min,0.012882358239069927
Packet Length Std,Flow Bytes/s,0.012747433601025296
Bwd IAT Min,Fwd Packet Length Max,0.012673950259761698
Bwd IAT Min,Fwd Packet Length Std,0.012612503120738841
Bwd IAT Min,Total Length of Fwd Packets,0.012392720357408652
Subflow Fwd Bytes,Bwd IAT Min,0.01239272035740865
Avg Fwd Segment Size,Flow Bytes/s,0.012386035127112931
Flow Bytes/s,Fwd Packet Length Mean,0.012386035127112931
Flow IAT Mean,Total Backward Packets,0.01223857251572829
Subflow Bwd Packets,Flow IAT Mean,0.01223857251572829
Subflow Bwd Bytes,Bwd Packets/s,0.012229692903645827
Bwd Packets/s,Total Length of Bwd Packets,0.012229692903645827
Idle Std,Fwd IAT Min,0.01208535142760789
Init_Win_bytes_backward,Fwd IAT Mean,0.011970723410847322
Idle Min,Flow Bytes/s,0.011842943100465958
Average Packet Size,Fwd IAT Mean,0.011805421191259543
Bwd IAT Min,Fwd Packet Length Mean,0.011774326641782332
Avg Fwd Segment Size,Bwd IAT Min,0.011774326641782332
Fwd IAT Min,Fwd Packet Length Std,0.011752651753054845
min_seg_size_forward,Total Backward Packets,0.01172072508533493
min_seg_size_forward,Subflow Bwd Packets,0.01172072508533493
Fwd IAT Min,Fwd Packet Length Max,0.011687111244724522
Average Packet Size,Flow Bytes/s,0.011631828507937697
Fwd IAT Min,Total Length of Fwd Packets,0.011612953814058975
Subflow Fwd Bytes,Fwd IAT Min,0.011612953814058975
Bwd IAT Min,Bwd IAT Std,0.01144432319850714
FIN Flag Count,Destination Port,0.011249950084226443
URG Flag Count,Flow Bytes/s,0.011213093007035171
Active Mean,FIN Flag Count,0.011025569264770356
Idle Max,Active Std,0.010934885341085004
Active Max,FIN Flag Count,0.010897578847104433
PSH Flag Count,Flow IAT Min,0.01088785013564879
Active Min,FIN Flag Count,0.010886425055028338
Active Std,Fwd IAT Max,0.010624750809712027
Avg Fwd Segment Size,Fwd IAT Min,0.010593859807313134
Fwd IAT Min,Fwd Packet Length Mean,0.010593859807313132
Flow Bytes/s,Fwd Packet Length Std,0.010548327057002463
Init_Win_bytes_forward,Fwd Packet Length Mean,0.010480334698935062
Init_Win_bytes_forward,Avg Fwd Segment Size,0.010480334698935062
Subflow Bwd Packets,Bwd Packets/s,0.010397686120471782
Bwd Packets/s,Total Backward Packets,0.01039768612047178
Init_Win_bytes_forward,Bwd IAT Total,0.010362213766394717
Bwd IAT Std,Fwd IAT Min,0.010293808157207457
Subflow Fwd Packets,Bwd Packet Length Std,0.01026101679042572
Bwd Packet Length Std,Total Fwd Packets,0.010261016790425709
Down/Up Ratio,Packet Length Mean,0.010186150864016814
FIN Flag Count,Bwd IAT Mean,0.01011619082319983
Active Std,Flow IAT Max,0.00998515166656508
act_data_pkt_fwd,Packet Length Variance,0.009935593025518843
Flow IAT Min,Flow IAT Std,0.00993157920309219
Flow Packets/s,Fwd Packet Length Min,0.009863129131011244
FIN Flag Count,Flow IAT Min,0.009843302284957842
Fwd Packets/s,Bwd Packet Length Min,0.009785943120809526
Down/Up Ratio,Flow IAT Min,0.009660497526887303
Fwd Packets/s,Fwd Packet Length Min,0.009636197040174564
Idle Min,Average Packet Size,0.009593931527694062
act_data_pkt_fwd,Fwd IAT Min,0.009590643388420028
Bwd Packets/s,Bwd Header Length,0.00951396574277777
Init_Win_bytes_backward,Flow Packets/s,0.009485944713398071
Fwd IAT Std,Flow IAT Min,0.009231551901267754
Subflow Fwd Packets,Fwd IAT Min,0.009138955527371003
Fwd IAT Min,Total Fwd Packets,0.009138955527371003
Subflow Bwd Bytes,Down/Up Ratio,0.009044434863740574
Down/Up Ratio,Total Length of Bwd Packets,0.009044434863740567
Subflow Fwd Packets,ACK Flag Count,0.00897711074050568
ACK Flag Count,Total Fwd Packets,0.008977110740505664
Fwd Header Length.1,Packet Length Variance,0.008859311682097257
Packet Length Variance,Fwd Header Length,0.00885931168209725
Init_Win_bytes_backward,Bwd IAT Std,0.008790811616625469
SYN Flag Count,Total Fwd Packets,0.008774444888232306
Fwd PSH Flags,Total Fwd Packets,0.008774444888232306
Subflow Fwd Packets,SYN Flag Count,0.008774444888232303
Subflow Fwd Packets,Fwd PSH Flags,0.008774444888232303
Idle Std,Flow Bytes/s,0.008774217018773452
Bwd IAT Std,Flow Bytes/s,0.008745642822729962
Init_Win_bytes_backward,Bwd IAT Max,0.008665180733873998
Bwd IAT Total,Flow Bytes/s,0.008589665215394404
Bwd IAT Min,Total Length of Bwd Packets,0.008581232739849603
Subflow Bwd Bytes,Bwd IAT Min,0.008581232739849603
ACK Flag Count,Flow Bytes/s,0.008567738853406752
ECE Flag Count,PSH Flag Count,0.008363900502677261
PSH Flag Count,RST Flag Count,0.008363900502677261
